provinsi,daerah,jenis,tahun,peng,peng_log,Cluster
SUMATERA UTARA,PERDESAAN,MAKANAN,2014,382056.0,12.853325091116998,2
SUMATERA UTARA,PERDESAAN,MAKANAN,2015,413087.0,12.931415924306435,2
SUMATERA UTARA,PERDESAAN,MAKANAN,2016,450979.0,13.019178271603502,2
SUMATERA UTARA,PERDESAAN,MAKANAN,2017,490603.0,13.103392564054984,3
SUMATERA UTARA,PERDESAAN,MAKANAN,2018,519512.0,13.16064711326992,3
SUMATERA UTARA,PERDESAAN,MAKANAN,2019,533737.0,13.18766036083664,3
SUMATERA UTARA,PERDESAAN,MAKANAN,2020,544441.0,13.207516695938638,3
SUMATERA UTARA,PERDESAAN,MAKANAN,2021,579669.0,13.27021425508306,3
SUMATERA UTARA,PERDESAAN,MAKANAN,2022,631364.0,13.355639421197091,3
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2007,110453.0,11.612354423674617,0
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2008,119975.0,11.695047001761516,0
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2009,127622.0,11.756835884433306,0
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2010,150408.0,11.921113529133041,0
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2011,185619.0,12.131456852149384,0
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2012,194661.0,12.179020000252168,0
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2013,207533.0,12.243050460651743,0
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2014,222017.0,12.310513738648604,2
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2015,269407.0,12.503982238137391,2
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2016,287255.0,12.568129083221317,2
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2017,278114.0,12.535789976200064,3
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2018,337487.0,12.729285233107053,3
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2019,369051.0,12.81869283450339,3
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2020,390593.0,12.875423936323632,3
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2021,383019.0,12.855842486120551,3
SUMATERA UTARA,PERDESAAN,NONMAKANAN,2022,404273.0,12.909848144879298,3
SUMATERA UTARA,PERDESAAN,TOTAL,2007,281752.0,12.548786079582692,0
SUMATERA UTARA,PERDESAAN,TOTAL,2008,318276.0,12.67067735178411,0
SUMATERA UTARA,PERDESAAN,TOTAL,2009,346793.0,12.756486222700797,0
SUMATERA UTARA,PERDESAAN,TOTAL,2010,399267.0,12.897388149594482,0
SUMATERA UTARA,PERDESAAN,TOTAL,2011,494174.0,13.110644984450131,2
SUMATERA UTARA,PERDESAAN,TOTAL,2012,534713.0,13.189487303500359,2
SUMATERA UTARA,PERDESAAN,TOTAL,2013,570785.0,13.25476963730435,2
SUMATERA UTARA,PERDESAAN,TOTAL,2014,604073.0,13.311451985968702,2
SUMATERA UTARA,PERDESAAN,TOTAL,2015,682494.0,13.43351048000709,2
SUMATERA UTARA,PERDESAAN,TOTAL,2016,738234.0,13.512017481079397,2
SUMATERA UTARA,PERDESAAN,TOTAL,2017,768718.0,13.552480772086529,3
SUMATERA UTARA,PERDESAAN,TOTAL,2018,857000.0,13.66119436444038,3
SUMATERA UTARA,PERDESAAN,TOTAL,2019,902788.0,13.713244139535826,1
SUMATERA UTARA,PERDESAAN,TOTAL,2020,935035.0,13.748340310203412,1
SUMATERA UTARA,PERDESAAN,TOTAL,2021,962689.0,13.77748672826015,1
SUMATERA UTARA,PERDESAAN,TOTAL,2022,1035638.0,13.85052918547835,1
SUMATERA UTARA,PERKOTAAN,MAKANAN,2007,207606.0,12.243402148395196,0
SUMATERA UTARA,PERKOTAAN,MAKANAN,2008,227521.0,12.335002215994383,0
SUMATERA UTARA,PERKOTAAN,MAKANAN,2009,257661.0,12.459403927482587,0
SUMATERA UTARA,PERKOTAAN,MAKANAN,2010,288594.0,12.572779600154503,0
SUMATERA UTARA,PERKOTAAN,MAKANAN,2011,324392.0,12.689711022692183,0
SUMATERA UTARA,PERKOTAAN,MAKANAN,2012,349032.0,12.762921752588365,2
SUMATERA UTARA,PERKOTAAN,MAKANAN,2013,363478.0,12.803476802622491,2
SUMATERA UTARA,PERKOTAAN,MAKANAN,2014,416319.0,12.939209474306278,2
SUMATERA UTARA,PERKOTAAN,MAKANAN,2015,416073.0,12.938618408039193,2
SUMATERA UTARA,PERKOTAAN,MAKANAN,2016,493141.0,13.108552444005804,2
SUMATERA UTARA,PERKOTAAN,MAKANAN,2017,553690.0,13.22436204838963,3
SUMATERA UTARA,PERKOTAAN,MAKANAN,2018,586199.0,13.28141630725893,3
SUMATERA UTARA,PERKOTAAN,MAKANAN,2019,612136.0,13.324711392651551,3
SUMATERA UTARA,PERKOTAAN,MAKANAN,2020,643456.0,13.374610481718802,3
SUMATERA UTARA,PERKOTAAN,MAKANAN,2021,630458.0,13.354203404516966,3
SUMATERA UTARA,PERKOTAAN,MAKANAN,2022,689463.0,13.44366976310477,3
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2007,225606.0,12.326549826493466,0
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2008,250148.0,12.429812019306922,0
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2009,274781.0,12.523733335001564,0
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2010,328487.0,12.702255586559211,0
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2011,312932.0,12.653744389100725,0
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2012,316579.0,12.66533125323973,0
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2013,380777.0,12.849971807121173,2
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2014,381027.0,12.850628142222169,2
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2015,453609.0,13.024993077008052,2
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2016,474404.0,13.069816666239117,2
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2017,491793.0,13.105815208608474,3
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2018,544628.0,13.20786010789587,3
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2019,587371.0,13.2834136289224,3
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2020,639799.0,13.368910906497554,3
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2021,657135.0,13.395646277566959,3
SUMATERA UTARA,PERKOTAAN,NONMAKANAN,2022,668871.0,13.413347990460583,3
SUMATERA UTARA,PERKOTAAN,TOTAL,2007,433212.0,12.978984802892315,0
SUMATERA UTARA,PERKOTAAN,TOTAL,2008,477669.0,13.076675396484912,0
SUMATERA UTARA,PERKOTAAN,TOTAL,2009,532442.0,13.185231128582766,0
SUMATERA UTARA,PERKOTAAN,TOTAL,2010,617081.0,13.332757195191473,2
SUMATERA UTARA,PERKOTAAN,TOTAL,2011,637325.0,13.365036577583025,2
SUMATERA UTARA,PERKOTAAN,TOTAL,2012,665611.0,13.408462197172772,2
SUMATERA UTARA,PERKOTAAN,TOTAL,2013,744255.0,13.520140340652715,2
SUMATERA UTARA,PERKOTAAN,TOTAL,2014,797346.0,13.589045245705881,2
SUMATERA UTARA,PERKOTAAN,TOTAL,2015,869682.0,13.675884056416592,2
SUMATERA UTARA,PERKOTAAN,TOTAL,2016,967546.0,13.782519281517532,1
SUMATERA UTARA,PERKOTAAN,TOTAL,2017,1045483.0,13.859990494051274,1
SUMATERA UTARA,PERKOTAAN,TOTAL,2018,1130828.0,13.938461550033395,1
SUMATERA UTARA,PERKOTAAN,TOTAL,2019,1199507.0,13.997422030685248,1
SUMATERA UTARA,PERKOTAAN,TOTAL,2020,1283255.0,14.064911156039907,1
SUMATERA UTARA,PERKOTAAN,TOTAL,2021,1287593.0,14.068285918563687,1
SUMATERA UTARA,PERKOTAAN,TOTAL,2022,1358335.0,14.121770979177247,1
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2011,316343.0,12.664585508060412,0
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2012,344467.0,12.74975647687764,2
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2013,363363.0,12.803160365645152,2
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2014,398932.0,12.896548761972394,2
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2015,414566.0,12.934989881025823,2
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2016,472220.0,13.065202375325736,2
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2017,522766.0,13.166891137087308,3
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2018,554754.0,13.226281853823172,3
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2019,576322.0,13.264423546397602,3
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2020,598244.0,13.301755648025706,3
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2021,607811.0,13.317620902606556,3
SUMATERA UTARA,PERDESAANPERKOTAAN,MAKANAN,2022,663926.0,13.405927482655716,3
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2011,248222.0,12.422082814663172,0
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2012,254593.0,12.447425398449118,0
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2013,292770.0,12.587146012448294,2
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2014,300335.0,12.612657126906255,2
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2015,360624.0,12.795593916244501,2
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2016,381537.0,12.851965731561423,2
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2017,387051.0,12.866314329910557,3
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2018,446955.0,13.010215434746287,3
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2019,487640.0,13.097334758370113,3
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2020,526007.0,13.173071700729665,3
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2021,534905.0,13.189846309506347,3
SUMATERA UTARA,PERDESAANPERKOTAAN,NONMAKANAN,2022,552569.0,13.222335401181258,3
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2011,564565.0,13.243812573363739,2
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2012,599060.0,13.303118708306602,2
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2013,656133.0,13.394120315358983,2
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2014,699267.0,13.457789352599175,2
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2015,775189.0,13.560863439578688,2
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2016,853756.0,13.657401888955047,2
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2017,909817.0,13.720999858490366,1
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2018,1001709.0,13.817219097578876,1
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2019,1063963.0,13.877512113724858,1
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2020,1124252.0,13.932629373075024,1
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2021,1142716.0,13.948919318069736,1
SUMATERA UTARA,PERDESAANPERKOTAAN,TOTAL,2022,1216496.0,14.011485975111428,1
SUMATERA BARAT,PERDESAAN,MAKANAN,2007,192079.0,12.165667230895135,0
SUMATERA BARAT,PERDESAAN,MAKANAN,2008,212391.0,12.266188902857158,0
SUMATERA BARAT,PERDESAAN,MAKANAN,2009,238274.0,12.381180747805827,0
SUMATERA BARAT,PERDESAAN,MAKANAN,2010,280748.0,12.545216310706545,0
SUMATERA BARAT,PERDESAAN,MAKANAN,2011,325893.0,12.694327454100792,0
SUMATERA BARAT,PERDESAAN,MAKANAN,2012,370535.0,12.822705884989873,2
SUMATERA BARAT,PERDESAAN,MAKANAN,2013,402070.0,12.90438396892165,2
SUMATERA BARAT,PERDESAAN,MAKANAN,2014,423217.0,12.955642691703007,2
SUMATERA BARAT,PERDESAAN,MAKANAN,2015,447944.0,13.012425736003388,2
SUMATERA BARAT,PERDESAAN,MAKANAN,2016,505042.0,13.13239885314742,2
SUMATERA BARAT,PERDESAAN,MAKANAN,2017,544680.0,13.207955581177195,3
SUMATERA BARAT,PERDESAAN,MAKANAN,2018,558783.0,13.23351827317048,3
SUMATERA BARAT,PERDESAAN,MAKANAN,2019,561206.0,13.237845100404213,3
SUMATERA BARAT,PERDESAAN,MAKANAN,2020,597149.0,13.299923617096573,3
SUMATERA BARAT,PERDESAAN,MAKANAN,2021,619721.0,13.337026269368947,3
SUMATERA BARAT,PERDESAAN,MAKANAN,2022,677060.0,13.425516651232686,3
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2007,118393.0,11.681773324472312,0
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2008,131257.0,11.784920130977302,0
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2009,150515.0,11.921824669812676,0
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2010,178601.0,12.092915145570123,0
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2011,216984.0,12.28758350570943,0
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2012,210653.0,12.25797225607093,0
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2013,223409.0,12.3167639273728,0
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2014,252800.0,12.440357896943219,2
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2015,319143.0,12.673397690570148,2
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2016,334953.0,12.721748487946016,2
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2017,359478.0,12.792411039972514,3
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2018,416100.0,12.93868329823659,3
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2019,419508.0,12.9468402587713,3
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2020,445718.0,13.007443987597494,3
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2021,468281.0,13.056825957533492,3
SUMATERA BARAT,PERDESAAN,NONMAKANAN,2022,477638.0,13.07661049601813,3
SUMATERA BARAT,PERDESAAN,TOTAL,2007,310472.0,12.645852220052994,0
SUMATERA BARAT,PERDESAAN,TOTAL,2008,343647.0,12.747373156657943,0
SUMATERA BARAT,PERDESAAN,TOTAL,2009,388789.0,12.870794631073043,0
SUMATERA BARAT,PERDESAAN,TOTAL,2010,459349.0,13.037567725699612,0
SUMATERA BARAT,PERDESAAN,TOTAL,2011,542877.0,13.204639895955863,2
SUMATERA BARAT,PERDESAAN,TOTAL,2012,581188.0,13.272831284139903,2
SUMATERA BARAT,PERDESAAN,TOTAL,2013,625479.0,13.346274633957446,2
SUMATERA BARAT,PERDESAAN,TOTAL,2014,676017.0,13.423974981889538,2
SUMATERA BARAT,PERDESAAN,TOTAL,2015,767087.0,13.550356806493,2
SUMATERA BARAT,PERDESAAN,TOTAL,2016,839995.0,13.641152408903396,2
SUMATERA BARAT,PERDESAAN,TOTAL,2017,904159.0,13.71476161486367,1
SUMATERA BARAT,PERDESAAN,TOTAL,2018,974885.0,13.790075820067026,1
SUMATERA BARAT,PERDESAAN,TOTAL,2019,980714.0,13.79603717646075,1
SUMATERA BARAT,PERDESAAN,TOTAL,2020,1042868.0,13.857486126861684,1
SUMATERA BARAT,PERDESAAN,TOTAL,2021,1088003.0,13.899855382861855,1
SUMATERA BARAT,PERDESAAN,TOTAL,2022,1154698.0,13.959350261913764,1
SUMATERA BARAT,PERKOTAAN,MAKANAN,2007,252168.0,12.437854776639085,0
SUMATERA BARAT,PERKOTAAN,MAKANAN,2008,263491.0,12.481778285971355,0
SUMATERA BARAT,PERKOTAAN,MAKANAN,2009,299590.0,12.610173490120586,0
SUMATERA BARAT,PERKOTAAN,MAKANAN,2010,344099.0,12.748687591785572,0
SUMATERA BARAT,PERKOTAAN,MAKANAN,2011,409639.0,12.923034004189374,0
SUMATERA BARAT,PERKOTAAN,MAKANAN,2012,423032.0,12.955205469169863,2
